68,25
70,25
72,25
70,25
68,25
75,75
77,73
75,50
75,73
75,50
68,25
70,25
72,25
70,25
68,25
75,75
77,73
75,50
75,98
R,25
68,25
70,25
72,25
70,25
68,25
75,75
77,73
75,50
75,73
75,50
68,25
70,25
72,25
70,25
68,25
75,75
77,73
75,50
77,100
77,48
R,25
75,98
R,25
73,25
73,25
72,25
70,25
70,25
70,25
70,25
70,50
70,50
70,25
72,25
68,25
68,73
R,25
73,25
72,25
72,25
70,25
70,50
70,25
70,25
70,50
72,100
R,25
73,25
73,25
72,25
72,25
70,25
70,100
70,21
R,25
70,25
68,25
72,50
68,25
68,25
73,25
73,25
73,25
72,25
70,25
70,25
68,25
70,73
R,25
70,25
68,25
70,25
72,25
68,50
75,75
77,73
75,25
65,25
68,73
65,25
68,25
68,25
70,25
72,25
70,50
75,75
77,73
75,50
79,98
68,25
68,25
73,25
72,25
68,50
R,50
75,25
77,73
75,25
R,25
68,73
65,25
68,25
68,25
70,25
72,25
70,50
68,25
65,50
68,25
65,100
63,50
68,25
68,25
70,25
72,25
68,50
R,25
61,25
72,25
70,25
70,25
68,25
68,25
68,25
70,25
68,25
70,50
70,25
72,25
70,25
68,25
R,25
63,25
72,25
70,25
70,25
68,25
68,25
70,25
R,50
68,25
65,25
70,50
68,50
R,25
61,25
72,25
70,25
70,25
68,25
68,25
68,25
70,25
68,25
70,50
70,25
72,25
70,25
68,25
R,25
72,25
72,25
70,25
70,50
68,50
R,25
65,25
68,25
72,25
65,50
68,50
75,75
77,98
75,50
R,100
R,100
R,50
73,50
72,25
70,25
70,25
70,25
70,25
70,25
70,25
68,25
70,25
72,25
68,25
68,25
R,25
73,25
73,25
72,25
72,25
70,50
70,73
70,50
68,25
70,25
72,25
70,50
R,25
73,25
72,25
72,25
70,25
70,25
70,25
70,25
70,25
70,25
70,50
70,25
72,25
68,25
68,25
R,25
73,25
73,25
72,25
72,25
70,25
70,25
70,25
70,25
70,25
70,50
72,100
65,25
68,25
73,25
72,98
68,25
67,73
65,25
68,25
68,25
70,25
72,25
70,50
65,25
68,25
73,25
72,98
70,25
75,73
68,25
68,25
68,25
75,25
72,25
68,25
65,25
65,25
68,25
73,25
72,50
68,50
75,73
68,25
68,25
68,25
70,25
72,25
70,50
68,25
65,50
68,25
65,50
R,25
68,25
R,25
68,25
68,25
68,25
70,25
72,25
68,50
R,25
63,25
72,25
70,25
70,25
68,25
68,25
68,25
70,25
68,25
70,50
70,25
72,25
70,25
68,25
R,25
63,25
72,25
70,25
70,25
68,25
68,25
70,25
R,50
68,25
65,25
70,50
68,50
R,25
63,25
72,25
70,25
70,25
68,25
68,25
68,25
70,25
68,25
70,50
70,25
72,25
68,25
68,25
R,25
72,25
72,25
70,25
70,50
68,50
R,25
65,25
68,25
72,25
65,50
68,50
R,25
63,25
72,25
70,25
70,25
68,25
68,25
68,25
70,25
68,25
70,50
70,25
72,25
70,25
68,25
R,50
72,25
70,25
70,25
68,25
68,25
70,25
R,50
68,25
65,25
70,50
68,50
R,50
72,25
70,25
70,25
68,25
68,25
68,25
70,25
68,25
70,50
70,25
72,25
68,25
68,25
R,25
72,25
72,25
70,25
70,50
68,50
R,25
65,25
68,25
72,25
65,50
68,50
R,100
R,100
R,100
R,21
68,25
70,25
72,25
70,25
68,25
R,100
R,100
R,100
R,71
68,25
68,25
67,25
67,25
68,25
68,50
70,50
68,25
67,25
67,25
68,25
68,50
70,50
68,25
67,50
68,25
68,25
68,25
70,25
68,25
68,50
70,50
72,50
68,25
67,25
65,25
67,73
68,25
68,50
70,25
68,25
68,25
68,25
R,25
68,25
68,25
67,25
67,25
68,25
68,50
63,100
R,50
67,25
R,25
68,25
R,25
70,25
R,25
72,25
R,25
73,25
75,73
R,100
R,23
65,60
68,38
68,50
65,25
R,25
70,25
72,25
70,50
R,100
R,48
68,25
68,25
73,73
72,25
70,25
68,25
65,50
68,50
R,100
R,73
65,25
68,25
R,25
68,25
R,25
68,25
70,25
72,25
68,50
R,100
R,100
R,23
73,25
73,25
72,50
70,50
68,50
R,25
65,25
68,25
65,25
70,25
68,25
67,25
68,100
68,25
R,25
65,25
68,50
R,50
72,25
70,25
70,25
68,25
68,25
68,25
70,50
70,25
68,25
70,25
72,25
70,25
68,25
R,50
72,25
70,25
68,25
68,25
68,12
68,12
70,25
R,25
65,25
68,25
65,25
70,50
68,50
R,50
72,25
70,25
70,50
68,25
68,25
70,25
68,25
70,50
70,25
72,25
68,25
68,25
R,25
72,25
72,25
70,25
70,50
68,50
R,50
70,25
72,25
70,25
68,25
72,100
72,100
72,73
67,50
68,50
68,100
67,50
68,25
68,100
68,48
70,50
72,50
68,100
R,50
72,25
70,25
70,25
68,25
68,50
70,25
68,25
70,50
70,25
72,25
68,25
68,25
R,25
72,25
72,25
70,25
70,50
68,50
R,50
70,25
72,25
R,50
72,50
75,25
R,50
75,73
R,25
70,25
68,73
R,25
68,25
68,25
70,25
72,25
70,50
68,25
65,50
68,25
65,50
R,48
68,73
65,25
68,25
68,25
70,25
72,25
70,50
68,25
65,50
68,25
R,75
68,73
63,25
68,25
68,25
70,25
72,25
70,50
68,25
65,50
68,25
65,50
R,25
68,100
68,100
68,48
